id	Name	Organism
T00594	(name)	(organism)
T00596	(name)	(organism)
T00597	(name)	(organism)
T00602	(name)	(organism)
T00603	(name)	(organism)
T00605	(name)	(organism)
T00611	(name)	(organism)
T00612	(name)	(organism)
T00617	(name)	(organism)
T00618	(name)	(organism)
T00621	(name)	(organism)
T00624	(name)	(organism)
T00625	(name)	(organism)
T00630	(name)	(organism)
T00632	(name)	(organism)
T00633	(name)	(organism)
T00638	(name)	(organism)
T00641	(name)	(organism)
T00646	(name)	(organism)
T00647	(name)	(organism)
T00652	(name)	(organism)
T00655	(name)	(organism)
T00660	(name)	(organism)
T00662	(name)	(organism)
T00663	(name)	(organism)
T00664	(name)	(organism)
T00665	(name)	(organism)
T00671	(name)	(organism)
T00673	(name)	(organism)
T00679	(name)	(organism)
T00685	(name)	(organism)
T00696	(name)	(organism)
T00704	(name)	(organism)
T00705	(name)	(organism)
T00706	(name)	(organism)
T00711	(name)	(organism)
T00712	(name)	(organism)
T00719	(name)	(organism)
T00720	(name)	(organism)
T00721	(name)	(organism)
T00722	(name)	(organism)
T00729	(name)	(organism)
T00733	(name)	(organism)
T00735	(name)	(organism)
T00737	(name)	(organism)
T00759	(name)	(organism)
T00764	(name)	(organism)
T00785	(name)	(organism)
T00786	(name)	(organism)
T00790	(name)	(organism)
T00791	(name)	(organism)
T00794	(name)	(organism)
T00801	(name)	(organism)
T00803	(name)	(organism)
T00806	(name)	(organism)
T00807	(name)	(organism)
T00811	(name)	(organism)
T00812	(name)	(organism)
T00817	(name)	(organism)
T00818	(name)	(organism)
T00820	(name)	(organism)
T00822	(name)	(organism)
T00824	(name)	(organism)
T00825	(name)	(organism)
T00827	(name)	(organism)
T00833	(name)	(organism)
T00835	(name)	(organism)
T00838	(name)	(organism)
T00846	(name)	(organism)
T00847	(name)	(organism)
T00848	(name)	(organism)
T00851	(name)	(organism)
T00857	(name)	(organism)
T00862	(name)	(organism)
T00874	(name)	(organism)
T00878	(name)	(organism)
T00880	(name)	(organism)
T00885	(name)	(organism)
T00891	(name)	(organism)
T00892	(name)	(organism)
T00899	(name)	(organism)
T00900	(name)	(organism)
T00902	(name)	(organism)
T00908	(name)	(organism)
T00910	(name)	(organism)
T00912	(name)	(organism)
T00915	(name)	(organism)
T00929	(name)	(organism)
T00939	(name)	(organism)
T00941	(name)	(organism)
T00942	(name)	(organism)
T00953	(name)	(organism)
T00962	(name)	(organism)
T00963	(name)	(organism)
T00965	(name)	(organism)
T00966	(name)	(organism)
T00968	(name)	(organism)
T00976	(name)	(organism)
T00977	(name)	(organism)
T00978	(name)	(organism)
T00979	(name)	(organism)
T00980	(name)	(organism)
T00981	(name)	(organism)
T00984	(name)	(organism)
T00997	(name)	(organism)
T00999	(name)	(organism)
T01000	(name)	(organism)
T01001	(name)	(organism)
T01002	(name)	(organism)
T01005	(name)	(organism)
T01006	(name)	(organism)
T01009	(name)	(organism)
T01012	(name)	(organism)
T01021	(name)	(organism)
T01022	(name)	(organism)
T01029	(name)	(organism)
T01030	(name)	(organism)
T01037	(name)	(organism)
T01038	(name)	(organism)
T01042	(name)	(organism)
T01043	(name)	(organism)
T01047	(name)	(organism)
T01067	(name)	(organism)
T01069	(name)	(organism)
T01070	(name)	(organism)
T01071	(name)	(organism)
T01077	(name)	(organism)
T01081	(name)	(organism)
T01082	(name)	(organism)
T01088	(name)	(organism)
T01103	(name)	(organism)
T01104	(name)	(organism)
T01105	(name)	(organism)
T01113	(name)	(organism)
T01121	(name)	(organism)
T01122	(name)	(organism)
T01152	(name)	(organism)
T01153	(name)	(organism)
T01155	(name)	(organism)
T01160	(name)	(organism)
T01161	(name)	(organism)
T01164	(name)	(organism)
T01186	(name)	(organism)
T01214	(name)	(organism)
T01225	(name)	(organism)
T01226	(name)	(organism)
T01231	(name)	(organism)
T01238	(name)	(organism)
T01261	(name)	(organism)
T01276	(name)	(organism)
T01296	(name)	(organism)
T01303	(name)	(organism)
T01313	(name)	(organism)
T01326	(name)	(organism)
T01330	(name)	(organism)
T01345	(name)	(organism)
T01346	(name)	(organism)
T01355	(name)	(organism)
T01362	(name)	(organism)
T01363	(name)	(organism)
T01365	(name)	(organism)
T01370	(name)	(organism)
T01372	(name)	(organism)
T01379	(name)	(organism)
T01387	(name)	(organism)
T01390	(name)	(organism)
T01391	(name)	(organism)
T01392	(name)	(organism)
T01400	(name)	(organism)
T01401	(name)	(organism)
T01406	(name)	(organism)
T01407	(name)	(organism)
T01409	(name)	(organism)
T01414	(name)	(organism)
T01417	(name)	(organism)
T01418	(name)	(organism)
T01419	(name)	(organism)
T01425	(name)	(organism)
T01427	(name)	(organism)
T01428	(name)	(organism)
T01440	(name)	(organism)
T01442	(name)	(organism)
T01443	(name)	(organism)
T01444	(name)	(organism)
T01448	(name)	(organism)
T01455	(name)	(organism)
T01456	(name)	(organism)
T01458	(name)	(organism)
T01462	(name)	(organism)
T01464	(name)	(organism)
T01465	(name)	(organism)
T01468	(name)	(organism)
T01481	(name)	(organism)
T01486	(name)	(organism)
T01487	(name)	(organism)
T01488	(name)	(organism)
T01489	(name)	(organism)
T01491	(name)	(organism)
T01492	(name)	(organism)
T01493	(name)	(organism)
T01494	(name)	(organism)
T01498	(name)	(organism)
T01502	(name)	(organism)
T01503	(name)	(organism)
T01505	(name)	(organism)
T01508	(name)	(organism)
T01509	(name)	(organism)
T01514	(name)	(organism)
T01515	(name)	(organism)
T01527	(name)	(organism)
T01528	(name)	(organism)
T01542	(name)	(organism)
T01544	(name)	(organism)
T01545	(name)	(organism)
T01546	(name)	(organism)
T01548	(name)	(organism)
T01553	(name)	(organism)
T01556	(name)	(organism)
T01557	(name)	(organism)
T01558	(name)	(organism)
T01560	(name)	(organism)
T01573	(name)	(organism)
T01577	(name)	(organism)
T01580	(name)	(organism)
T01583	(name)	(organism)
T01596	(name)	(organism)
T01599	(name)	(organism)
T01607	(name)	(organism)
T01609	(name)	(organism)
T01610	(name)	(organism)
T01616	(name)	(organism)
T01620	(name)	(organism)
T01632	(name)	(organism)
T01661	(name)	(organism)
T01664	(name)	(organism)
T01665	(name)	(organism)
T01667	(name)	(organism)
T01670	(name)	(organism)
T01672	(name)	(organism)
T01673	(name)	(organism)
T01702	(name)	(organism)
T01705	(name)	(organism)
T01713	(name)	(organism)
T01734	(name)	(organism)
T01767	(name)	(organism)
T01770	(name)	(organism)
T01795	(name)	(organism)
T01796	(name)	(organism)
T01803	(name)	(organism)
T01804	(name)	(organism)
T01805	(name)	(organism)
T01814	(name)	(organism)
T01823	(name)	(organism)
T01839	(name)	(organism)
T01840	(name)	(organism)
T01841	(name)	(organism)
T01842	(name)	(organism)
T01851	(name)	(organism)
T01853	(name)	(organism)
T01859	(name)	(organism)
T01861	(name)	(organism)
T01872	(name)	(organism)
T01876	(name)	(organism)
T01880	(name)	(organism)
T01920	(name)	(organism)
T01925	(name)	(organism)
T01931	(name)	(organism)
T01945	(name)	(organism)
T01946	(name)	(organism)
T01948	(name)	(organism)
T01950	(name)	(organism)
T01951	(name)	(organism)
T01953	(name)	(organism)
T01954	(name)	(organism)
T01957	(name)	(organism)
T01967	(name)	(organism)
T01974	(name)	(organism)
T01975	(name)	(organism)
T01977	(name)	(organism)
T01978	(name)	(organism)
T01979	(name)	(organism)
T01980	(name)	(organism)
T01981	(name)	(organism)
T01982	(name)	(organism)
T01991	(name)	(organism)
T02015	(name)	(organism)
T02038	(name)	(organism)
T02066	(name)	(organism)
T02068	(name)	(organism)
T02075	(name)	(organism)
T02079	(name)	(organism)
T02082	(name)	(organism)
T02087	(name)	(organism)
T02092	(name)	(organism)
T02104	(name)	(organism)
T02114	(name)	(organism)
T02128	(name)	(organism)
T02129	(name)	(organism)
T02130	(name)	(organism)
T02141	(name)	(organism)
T02168	(name)	(organism)
T02169	(name)	(organism)
T02211	(name)	(organism)
T02212	(name)	(organism)
T02216	(name)	(organism)
T02217	(name)	(organism)
T02223	(name)	(organism)
T02224	(name)	(organism)
T02245	(name)	(organism)
T02246	(name)	(organism)
T02256	(name)	(organism)
T02259	(name)	(organism)
T02261	(name)	(organism)
T02271	(name)	(organism)
T02272	(name)	(organism)
T02273	(name)	(organism)
T02281	(name)	(organism)
T02283	(name)	(organism)
T02284	(name)	(organism)
T02305	(name)	(organism)
T02322	(name)	(organism)
T02324	(name)	(organism)
T02336	(name)	(organism)
T02338	(name)	(organism)
T02339	(name)	(organism)
T02342	(name)	(organism)
T02354	(name)	(organism)
T02356	(name)	(organism)
T02365	(name)	(organism)
T02367	(name)	(organism)
T02368	(name)	(organism)
T02377	(name)	(organism)
T02379	(name)	(organism)
T02413	(name)	(organism)
T02418	(name)	(organism)
T02421	(name)	(organism)
T02425	(name)	(organism)
T02428	(name)	(organism)
T02430	(name)	(organism)
T02459	(name)	(organism)
T02462	(name)	(organism)
T02464	(name)	(organism)
T02465	(name)	(organism)
T02466	(name)	(organism)
T02467	(name)	(organism)
T02468	(name)	(organism)
T02471	(name)	(organism)
T02472	(name)	(organism)
T02474	(name)	(organism)
T02475	(name)	(organism)
T02478	(name)	(organism)
T02512	(name)	(organism)
T02513	(name)	(organism)
T02516	(name)	(organism)
T02517	(name)	(organism)
T02518	(name)	(organism)
T02531	(name)	(organism)
T02635	(name)	(organism)
T02687	(name)	(organism)
T02688	(name)	(organism)
T02689	(name)	(organism)
T02702	(name)	(organism)
T02718	(name)	(organism)
T02720	(name)	(organism)
T02726	(name)	(organism)
T02736	(name)	(organism)
T02740	(name)	(organism)
T02742	(name)	(organism)
T02746	(name)	(organism)
T02749	(name)	(organism)
T02752	(name)	(organism)
T02758	(name)	(organism)
T02763	(name)	(organism)
T02765	(name)	(organism)
T02767	(name)	(organism)
T02769	(name)	(organism)
T02770	(name)	(organism)
T02776	(name)	(organism)
T02782	(name)	(organism)
T02792	(name)	(organism)
T02838	(name)	(organism)
T02839	(name)	(organism)
T02840	(name)	(organism)
T02842	(name)	(organism)
T02851	(name)	(organism)
T02852	(name)	(organism)
T02853	(name)	(organism)
T02872	(name)	(organism)
T02877	(name)	(organism)
T02878	(name)	(organism)
T02898	(name)	(organism)
T02905	(name)	(organism)
T02918	(name)	(organism)
T02936	(name)	(organism)
T02938	(name)	(organism)
T02997	(name)	(organism)
T03000	(name)	(organism)
T03218	(name)	(organism)
T03239	(name)	(organism)
T03246	(name)	(organism)
T03247	(name)	(organism)
T03248	(name)	(organism)
T03283	(name)	(organism)
T03286	(name)	(organism)
T03292	(name)	(organism)
T03325	(name)	(organism)
T03326	(name)	(organism)
T03414	(name)	(organism)
T03419	(name)	(organism)
T03446	(name)	(organism)
T03447	(name)	(organism)
T03477	(name)	(organism)
T03723	(name)	(organism)
T03731	(name)	(organism)
T03828	(name)	(organism)
T03885	(name)	(organism)
T03928	(name)	(organism)
T03959	(name)	(organism)
T03961	(name)	(organism)
T03986	(name)	(organism)
T03991	(name)	(organism)
T04003	(name)	(organism)
T04074	(name)	(organism)
T04076	(name)	(organism)
T04096	(name)	(organism)
T04106	(name)	(organism)
T04110	(name)	(organism)
T04115	(name)	(organism)
T04116	(name)	(organism)
T04117	(name)	(organism)
T04118	(name)	(organism)
T04122	(name)	(organism)
T04123	(name)	(organism)
T04124	(name)	(organism)
T04128	(name)	(organism)
T04146	(name)	(organism)
T04147	(name)	(organism)
T04167	(name)	(organism)
T04169	(name)	(organism)
T04207	(name)	(organism)
T04255	(name)	(organism)
T04280	(name)	(organism)
T04292	(name)	(organism)
T04323	(name)	(organism)
T04336	(name)	(organism)
T04337	(name)	(organism)
T04345	(name)	(organism)
T04362	(name)	(organism)
T04400	(name)	(organism)
T04401	(name)	(organism)
T04450	(name)	(organism)
T04453	(name)	(organism)
T04463	(name)	(organism)
T04546	(name)	(organism)
T04610	(name)	(organism)
T04617	(name)	(organism)
T04632	(name)	(organism)
T04651	(name)	(organism)
T04674	(name)	(organism)
T04675	(name)	(organism)
T04683	(name)	(organism)
T04684	(name)	(organism)
T04686	(name)	(organism)
T04728	(name)	(organism)
T04734	(name)	(organism)
T04742	(name)	(organism)
T04759	(name)	(organism)
T04791	(name)	(organism)
T04810	(name)	(organism)
T04816	(name)	(organism)
T04870	(name)	(organism)
T04874	(name)	(organism)
T04875	(name)	(organism)
T04877	(name)	(organism)
T04878	(name)	(organism)
T04883	(name)	(organism)
T04884	(name)	(organism)
T04885	(name)	(organism)
T04886	(name)	(organism)
T04890	(name)	(organism)
T04892	(name)	(organism)
T04910	(name)	(organism)
T04913	(name)	(organism)
T04915	(name)	(organism)
T04918	(name)	(organism)
T04920	(name)	(organism)
T04922	(name)	(organism)
T04923	(name)	(organism)
T04929	(name)	(organism)
T04931	(name)	(organism)
T04933	(name)	(organism)
T04934	(name)	(organism)
T04936	(name)	(organism)
T04940	(name)	(organism)
T04948	(name)	(organism)
T04951	(name)	(organism)
T04952	(name)	(organism)
T04953	(name)	(organism)
T04955	(name)	(organism)
T04956	(name)	(organism)
T04957	(name)	(organism)
T04958	(name)	(organism)
T04961	(name)	(organism)
T04964	(name)	(organism)
T04971	(name)	(organism)
T04981	(name)	(organism)
T04985	(name)	(organism)
T04993	(name)	(organism)
T04994	(name)	(organism)
T04995	(name)	(organism)
T04996	(name)	(organism)
T04998	(name)	(organism)
T04999	(name)	(organism)
T05005	(name)	(organism)
T05018	(name)	(organism)
T05021	(name)	(organism)
T05022	(name)	(organism)
T05023	(name)	(organism)
T05051	(name)	(organism)
T05056	(name)	(organism)
T05065	(name)	(organism)
T05066	(name)	(organism)
T05076	(name)	(organism)
T05104	(name)	(organism)
T05106	(name)	(organism)
T05107	(name)	(organism)
T05109	(name)	(organism)
T05110	(name)	(organism)
T05111	(name)	(organism)
T05118	(name)	(organism)
T05121	(name)	(organism)
T05124	(name)	(organism)
T05129	(name)	(organism)
T05149	(name)	(organism)
T05178	(name)	(organism)
T05204	(name)	(organism)
T05205	(name)	(organism)
T05206	(name)	(organism)
T05207	(name)	(organism)
T05208	(name)	(organism)
T05220	(name)	(organism)
T05221	(name)	(organism)
T05222	(name)	(organism)
T05271	(name)	(organism)
T05285	(name)	(organism)
T05295	(name)	(organism)
T05299	(name)	(organism)
T05300	(name)	(organism)
T05309	(name)	(organism)
T05313	(name)	(organism)
T05324	(name)	(organism)
T05325	(name)	(organism)
T05351	(name)	(organism)
T05370	(name)	(organism)
T05394	(name)	(organism)
T05412	(name)	(organism)
T05413	(name)	(organism)
T05420	(name)	(organism)
T05427	(name)	(organism)
T05433	(name)	(organism)
T05436	(name)	(organism)
T05438	(name)	(organism)
T05439	(name)	(organism)
T05444	(name)	(organism)
T05448	(name)	(organism)
T05450	(name)	(organism)
T05670	(name)	(organism)
T05671	(name)	(organism)
T05672	(name)	(organism)
T05676	(name)	(organism)
T05682	(name)	(organism)
T05688	(name)	(organism)
T05689	(name)	(organism)
T05692	(name)	(organism)
T05693	(name)	(organism)
T05694	(name)	(organism)
T05702	(name)	(organism)
T05712	(name)	(organism)
T05713	(name)	(organism)
T05714	(name)	(organism)
T05727	(name)	(organism)
T05728	(name)	(organism)
T05729	(name)	(organism)
T05735	(name)	(organism)
T05736	(name)	(organism)
T05742	(name)	(organism)
T05748	(name)	(organism)
T05749	(name)	(organism)
T05793	(name)	(organism)
T05805	(name)	(organism)
T05815	(name)	(organism)
T05822	(name)	(organism)
T05838	(name)	(organism)
T05839	(name)	(organism)
T05843	(name)	(organism)
T05844	(name)	(organism)
T05847	(name)	(organism)
T05850	(name)	(organism)
T05856	(name)	(organism)
T05857	(name)	(organism)
T05872	(name)	(organism)
T05895	(name)	(organism)
T05896	(name)	(organism)
T05898	(name)	(organism)
T05899	(name)	(organism)
T05900	(name)	(organism)
T05901	(name)	(organism)
T05902	(name)	(organism)
T05903	(name)	(organism)
T05904	(name)	(organism)
T05905	(name)	(organism)
T05906	(name)	(organism)
T05914	(name)	(organism)
T05968	(name)	(organism)
T06000	(name)	(organism)
T06002	(name)	(organism)
T06003	(name)	(organism)
T06004	(name)	(organism)
T06048	(name)	(organism)
T06052	(name)	(organism)
T06060	(name)	(organism)
T06061	(name)	(organism)
T06062	(name)	(organism)
T06063	(name)	(organism)
T06064	(name)	(organism)
T06066	(name)	(organism)
T06087	(name)	(organism)
T06096	(name)	(organism)
T06097	(name)	(organism)
T06098	(name)	(organism)
T06099	(name)	(organism)
T06100	(name)	(organism)
T06101	(name)	(organism)
T06102	(name)	(organism)
T06103	(name)	(organism)
T06106	(name)	(organism)
T06110	(name)	(organism)
T06113	(name)	(organism)
T06114	(name)	(organism)
T06121	(name)	(organism)
T06124	(name)	(organism)
T06131	(name)	(organism)
T06134	(name)	(organism)
T06135	(name)	(organism)
T06136	(name)	(organism)
T06137	(name)	(organism)
T06138	(name)	(organism)
T06146	(name)	(organism)
T06242	(name)	(organism)
T06243	(name)	(organism)
T06282	(name)	(organism)
T06312	(name)	(organism)
T06317	(name)	(organism)
T06318	(name)	(organism)
T06319	(name)	(organism)
T06376	(name)	(organism)
T06384	(name)	(organism)
T06408	(name)	(organism)
T06429	(name)	(organism)
T06549	(name)	(organism)
T06572	(name)	(organism)
T06573	(name)	(organism)
T06574	(name)	(organism)
T06580	(name)	(organism)
T06586	(name)	(organism)
T06587	(name)	(organism)
T06595	(name)	(organism)
T06596	(name)	(organism)
T06615	(name)	(organism)
T08096	(name)	(organism)
T08101	(name)	(organism)
T08127	(name)	(organism)
T08146	(name)	(organism)
T08167	(name)	(organism)
T08168	(name)	(organism)
T08169	(name)	(organism)
T08171	(name)	(organism)
T08172	(name)	(organism)
T08197	(name)	(organism)
T08199	(name)	(organism)
T08225	(name)	(organism)
T08239	(name)	(organism)
T08240	(name)	(organism)
T08241	(name)	(organism)
T08245	(name)	(organism)
T08247	(name)	(organism)
T08251	(name)	(organism)
T08252	(name)	(organism)
T08258	(name)	(organism)
T08262	(name)	(organism)
T08263	(name)	(organism)
T08264	(name)	(organism)
T08269	(name)	(organism)
T08270	(name)	(organism)
T08275	(name)	(organism)
T08276	(name)	(organism)
T08277	(name)	(organism)
T08286	(name)	(organism)
T08292	(name)	(organism)
T08296	(name)	(organism)
T08297	(name)	(organism)
T08300	(name)	(organism)
T08305	(name)	(organism)
T08310	(name)	(organism)
T08311	(name)	(organism)
T08312	(name)	(organism)
T08313	(name)	(organism)
T08316	(name)	(organism)
T08321	(name)	(organism)
T08331	(name)	(organism)
T08332	(name)	(organism)
T08338	(name)	(organism)
T08341	(name)	(organism)
T08422	(name)	(organism)
T08433	(name)	(organism)
T08445	(name)	(organism)
T08461	(name)	(organism)
T08463	(name)	(organism)
T08465	(name)	(organism)
T08476	(name)	(organism)
T08482	(name)	(organism)
T08484	(name)	(organism)
T08485	(name)	(organism)
T08487	(name)	(organism)
T08491	(name)	(organism)
T08492	(name)	(organism)
T08494	(name)	(organism)
T08495	(name)	(organism)
T08496	(name)	(organism)
T08498	(name)	(organism)
T08504	(name)	(organism)
T08505	(name)	(organism)
T08511	(name)	(organism)
T08513	(name)	(organism)
T08514	(name)	(organism)
T08515	(name)	(organism)
T08518	(name)	(organism)
T08520	(name)	(organism)
T08525	(name)	(organism)
T08530	(name)	(organism)
T08539	(name)	(organism)
T08562	(name)	(organism)
T08571	(name)	(organism)
T08576	(name)	(organism)
T08577	(name)	(organism)
T08578	(name)	(organism)
T08579	(name)	(organism)
T08580	(name)	(organism)
T08593	(name)	(organism)
T08607	(name)	(organism)
T08613	(name)	(organism)
T08615	(name)	(organism)
T08617	(name)	(organism)
T08618	(name)	(organism)
T08624	(name)	(organism)
T08630	(name)	(organism)
T08632	(name)	(organism)
T08660	(name)	(organism)
T08667	(name)	(organism)
T08676	(name)	(organism)
T08678	(name)	(organism)
T08679	(name)	(organism)
T08680	(name)	(organism)
T08681	(name)	(organism)
T08682	(name)	(organism)
T08705	(name)	(organism)
T08711	(name)	(organism)
T08716	(name)	(organism)
T08719	(name)	(organism)
T08725	(name)	(organism)
T08731	(name)	(organism)
T08763	(name)	(organism)
T08764	(name)	(organism)
T08774	(name)	(organism)
T08776	(name)	(organism)
T08785	(name)	(organism)
T08808	(name)	(organism)
T08809	(name)	(organism)
T08814	(name)	(organism)
T08816	(name)	(organism)
T08828	(name)	(organism)
T08829	(name)	(organism)
T08834	(name)	(organism)
T08858	(name)	(organism)
T08859	(name)	(organism)
T08865	(name)	(organism)
T08867	(name)	(organism)
T08869	(name)	(organism)
T08881	(name)	(organism)
T08912	(name)	(organism)
T08948	(name)	(organism)
T08949	(name)	(organism)
T08961	(name)	(organism)
T08972	(name)	(organism)
T08981	(name)	(organism)
T08983	(name)	(organism)
T08988	(name)	(organism)
T08989	(name)	(organism)
T08992	(name)	(organism)
T08993	(name)	(organism)
T08994	(name)	(organism)
T09000	(name)	(organism)
T09015	(name)	(organism)
T09029	(name)	(organism)
T09033	(name)	(organism)
T09035	(name)	(organism)
T09040	(name)	(organism)
T09059	(name)	(organism)
T09066	(name)	(organism)
T09069	(name)	(organism)
T09070	(name)	(organism)
T09094	(name)	(organism)
T09097	(name)	(organism)
T09098	(name)	(organism)
T09102	(name)	(organism)
T09117	(name)	(organism)
T09123	(name)	(organism)
T09129	(name)	(organism)
T09130	(name)	(organism)
T09139	(name)	(organism)
T09142	(name)	(organism)
T09155	(name)	(organism)
T09156	(name)	(organism)
T09159	(name)	(organism)
T09164	(name)	(organism)
T09170	(name)	(organism)
T09175	(name)	(organism)
T09194	(name)	(organism)
T09196	(name)	(organism)
T09197	(name)	(organism)
T09199	(name)	(organism)
T09204	(name)	(organism)
T09207	(name)	(organism)
T09230	(name)	(organism)
T09231	(name)	(organism)
T09234	(name)	(organism)
T09237	(name)	(organism)
T09250	(name)	(organism)
T09251	(name)	(organism)
T09252	(name)	(organism)
T09254	(name)	(organism)
T09259	(name)	(organism)
T09269	(name)	(organism)
T09294	(name)	(organism)
T09304	(name)	(organism)
T09314	(name)	(organism)
T09317	(name)	(organism)
T09323	(name)	(organism)
T09324	(name)	(organism)
T09327	(name)	(organism)
T09328	(name)	(organism)
T09336	(name)	(organism)
T09343	(name)	(organism)
T09359	(name)	(organism)
T09364	(name)	(organism)
T09368	(name)	(organism)
T09372	(name)	(organism)
T09374	(name)	(organism)
T09382	(name)	(organism)
T09383	(name)	(organism)
T09391	(name)	(organism)
T09392	(name)	(organism)
T09395	(name)	(organism)
T09403	(name)	(organism)
T09413	(name)	(organism)
T09417	(name)	(organism)
T09420	(name)	(organism)
T09421	(name)	(organism)
T09422	(name)	(organism)
T09426	(name)	(organism)
T09433	(name)	(organism)
T09462	(name)	(organism)
T09467	(name)	(organism)
T09473	(name)	(organism)
T09481	(name)	(organism)
T09484	(name)	(organism)
T09503	(name)	(organism)
T09508	(name)	(organism)
T09511	(name)	(organism)
T09512	(name)	(organism)
T09514	(name)	(organism)
T09531	(name)	(organism)
T09532	(name)	(organism)
T09548	(name)	(organism)
T09550	(name)	(organism)
T09553	(name)	(organism)
T09556	(name)	(organism)
T09560	(name)	(organism)
T09565	(name)	(organism)
T09566	(name)	(organism)
T09567	(name)	(organism)
T09568	(name)	(organism)
T09569	(name)	(organism)
T09572	(name)	(organism)
T09585	(name)	(organism)
T09588	(name)	(organism)
T09598	(name)	(organism)
T09605	(name)	(organism)
T09606	(name)	(organism)
T09608	(name)	(organism)
T09623	(name)	(organism)
T09626	(name)	(organism)
T09632	(name)	(organism)
T09645	(name)	(organism)
T09646	(name)	(organism)
